Ticker,Name,Country,Fundamental Score,ROE %,Sales Growth %,Profit Growth %,Profit Margin %,Debt/Equity,Trailing PE,Forward PE,Trailing EPS,Forward EPS,Improving Score,Revenue Trend,Earnings Trend,Margin Trend,ROE Trend,EPS Trend,Analyst Trend,Was Loss Now Profit,Latest Net Income,Latest Revenue,Latest EPS (Quarterly),Previous EPS (Quarterly)
MAXHEALTH.NS,Max Healthcare,India,79,,16.7,4.8,16.723,32.367,67.645874,43.18515,14.91,23.35525,2,up,flat,flat,flat,flat,up,False,3422200000.0,21428900000.0,3.5,3.09
APOLLOHOSP.NS,Apollo Hospitals,India,80,,20.599999999999998,34.1,7.906000000000001,85.146,61.211193,40.543934,144.32,217.8871,4,up,up,up,flat,up,up,False,5293000000.0,66055000000.0,36.76,34.94
NH.NS,Narayana Hrudayalaya,India,70,,80.4,5.4,8.984,129.033,47.243683,27.220907,40.38,70.08216,2,up,flat,flat,flat,flat,up,False,2071780000.0,26836340000.0,10.2,11.02
RAINBOW.NS,Rainbow Children's Medicare,India,85,,33.2,13.3,15.68,53.558,50.47636,35.89413,28.13,39.558,1,up,flat,flat,flat,flat,flat,False,605720000.0,4699850000.0,5.97,7.59
LALPATHLAB.NS,Dr Lal PathLabs,India,90,,19.1,27.800000000000004,18.745,7.83,58.175095,43.38617,32.44,43.49773,2,up,up,up,flat,up,down,False,1695000000.0,7977000000.0,10.13,7.85
VIJAYA.NS,Vijaya Diagnostic,India,91,,22.8,37.3,21.874,44.15,82.951546,54.85798,18.16,27.46,4,up,up,up,flat,up,up,False,531011000.0,2309819000.0,5.15,4.65
SUNPHARMA.NS,Sun Pharmaceutical,India,86,,10.5,27.400000000000002,20.188999,5.517,38.118813,29.829762,50.5,64.53287,1,up,up,flat,flat,up,down,False,28947900000.0,151835500000.0,12.1,11.3
DIVISLAB.NS,Divi's Laboratories,India,98,,27.800000000000004,65.7,26.046000000000003,0.042,95.02628,61.26308,97.01,150.47398,1,up,up,flat,flat,up,down,False,7510000000.0,28310000000.0,28.31,21.98
TORNTPHARM.NS,Torrent Pharmaceuticals,India,70,,54.800000000000004,-8.200000000000001,13.874,85.446,78.60907,52.84431,62.62,93.15099,4,up,up,up,flat,up,up,False,5660000000.0,48350000000.0,14.87,11.51
CIPLA.NS,Cipla,India,58,,3.5000000000000004,-39.2,12.009,1.778,33.86718,22.25545,41.71,63.47209,2,up,flat,flat,flat,flat,up,False,7890500000.0,70770200000.0,9.76,6.86
HDFCBANK.NS,HDFC Bank,India,81,13.838000000000001,16.6,18.099999999999998,26.787,,15.45693,11.29393,45.74,62.6,1,flat,flat,flat,flat,flat,up,False,162579100000.0,853464600000.0,10.56,
ICICIBANK.NS,ICICI Bank,India,78,16.073999,11.4,13.8,27.531,,18.65633,15.361702,77.4,94.0,1,up,flat,flat,down,up,up,False,154400600000.0,383657400000.0,21.29,20.36
SBIN.NS,State Bank of India,India,74,15.177,10.299999999999999,9.9,22.375999999999998,,11.144964,9.947897,93.54,104.79602,2,down,up,up,flat,up,up,False,241130000000.0,978142900000.0,26.11,21.28
HDFCLIFE.NS,HDFC Life,India,69,10.828,14.299999999999999,11.899999999999999,1.9,15.885,59.382515,45.392418,9.15,11.97006,-1,flat,up,down,flat,up,down,False,6111900000.0,337267900000.0,2.83,2.3
SBILIFE.NS,SBI Life,India,70,13.703000000000001,18.8,21.8,2.1389998,,67.31171,49.87519,25.89,34.94122,-2,up,down,down,flat,down,down,False,7249300000.0,463503300000.0,7.22,8.02
ICICIPRULI.NS,ICICI Prudential Life,India,63,12.579,-83.1,61.4,2.5510002,19.037,42.8815,35.433712,11.73,14.19552,0,flat,flat,flat,flat,flat,flat,False,3861800000.0,285127100000.0,2.66,4.30497
BSE.NS,BSE,India,100,,64.0,62.1,48.918,0.0,47.704277,35.99308,68.78,91.15919,1,up,up,flat,flat,up,down,False,8740200000.0,15660200000.0,21.22,19.35
MCX.NS,MCX,India,100,,85.3,103.4,55.559999999999995,0.113,55.34737,41.92639,60.31,79.61572,2,up,up,down,flat,down,up,False,4134400000.0,7020000000.0,16.21,20.78
CDSL.NS,CDSL,India,70,23.913,4.2,-19.900000000000002,36.923,0.11,61.84082,46.759422,22.49,29.74374,1,up,up,flat,flat,up,down,False,1175100000.0,2927600000.0,5.62,3.84
CAMS.NS,CAMS,India,87,,11.5,17.0,31.785000000000004,4.863,39.185524,29.829702,19.89,26.12832,0,down,up,down,flat,up,up,False,1280159000.0,3950295000.0,5.14,5.08
ABB.NS,ABB India,India,78,19.131,12.1,3.0,21.349001,1.547,99.77805,70.723305,74.34,104.88056,1,flat,flat,flat,flat,flat,up,False,3623000000.0,35210300000.0,17.09,84.18
SIEMENS.NS,Siemens India,India,92,,14.799999999999999,406.1,19.017,2.213,84.93569,59.459385,47.43,67.75213,1,up,flat,down,flat,down,up,False,3701000000.0,46175000000.0,10.4,7.8
CUMMINSIND.NS,Cummins India,India,79,,17.9,0.8999999999999999,18.694,0.431,60.22661,43.454075,85.17,118.04417,1,up,flat,down,flat,flat,up,False,6093000000.0,33749300000.0,21.98,23.43
KEI.NS,KEI Industries,India,87,,23.0,40.0,8.076,3.796,53.50326,37.983543,104.16,146.7188,0,flat,flat,up,flat,flat,down,False,2741400000.0,31853420000.0,28.66,29.72
POLYCAB.NS,Polycab India,India,89,25.549,39.0,32.5,9.184000000000001,1.738,48.26787,36.036854,189.94,254.40622,2,flat,up,flat,flat,flat,up,False,7843370000.0,82097320000.0,51.94,52.0
HAL.NS,Hindustan Aeronautics,India,88,,14.399999999999999,14.899999999999999,27.590999999999998,0.16,34.41044,27.912874,139.51,171.98515,2,up,up,down,flat,up,up,False,41960800000.0,139424000000.0,62.74,27.91
BEL.NS,Bharat Electronics,India,86,,24.9,8.3,21.403,0.273,49.047623,36.50867,8.4,11.28499,0,flat,flat,down,flat,flat,up,False,10543400000.0,55469800000.0,1.44,3.04
BDL.NS,Bharat Dynamics,India,96,,130.8,548.0,18.826999999999998,0.007,89.57163,41.09112,14.24,31.04077,-1,down,flat,flat,flat,flat,flat,False,1131821000.0,4886234000.0,3.09,1.99
MAZDOCK.NS,Mazagon Dock Shipbuilders,India,86,,12.1,21.5,20.120001000000002,4.481,37.55231,31.439016,66.43,79.34727,0,flat,flat,up,flat,flat,down,False,5494100000.0,29427000000.0,13.62,16.84
COCHINSHIP.NS,Cochin Shipyard,India,57,,2.4,-19.3,13.479,28.466,58.410236,33.700222,25.79,44.7,3,up,flat,up,flat,flat,up,False,2764844000.0,14842781000.0,10.51,5.5
GRSE.NS,Garden Reach Shipbuilders,India,91,,38.5,43.9,10.665,1.424,36.781822,28.884428,69.76,88.83333,0,flat,flat,down,flat,flat,up,False,1728376000.0,18146159000.0,15.09,26.47
DATAPATTNS.NS,Data Patterns,India,76,,16.8,-13.4,28.459,0.304,95.400925,56.141064,47.64,80.955,0,flat,up,flat,flat,up,down,False,220600000.0,1160300000.0,3.94,24.71
ASTRAMICRO.NS,Astra Microwave,India,49,,-11.5,-24.6,16.587,21.883,84.262634,51.299084,19.8,32.523,2,up,up,up,flat,up,down,False,1059781000.0,4882433000.0,11.14,4.92
PARAS.NS,Paras Defence,India,95,,37.3,42.5,18.473,3.731,122.35849,85.94578,11.66,16.6,1,up,flat,flat,flat,flat,flat,False,212200000.0,1279100000.0,2.63,4.27
ZENTEC.NS,Zen Technologies,India,54,,-10.5,-27.900000000000002,26.845000000000002,0.95,88.5508,33.946163,20.08,52.38,-1,flat,flat,flat,flat,flat,down,False,344610000.0,1416384000.0,3.83,3.51
PREMEXPLN.NS,Premier Explosives,India,46,,-27.800000000000004,-80.0,9.6149996,11.133,106.26806,44.136665,6.23,15.0,1,up,up,flat,flat,up,down,False,65797000.0,892087000.0,1.22,1.13
BHARATFORG.NS,Bharat Forge,India,73,,18.7,,4.0260002,76.475,138.27913,42.358902,14.76,48.1835,0,up,flat,down,flat,flat,flat,False,2325650000.0,45280430000.0,4.86,5.53
TARIL.NS,Transformers & Rectifiers,India,64,,8.1,-8.5,10.132,29.595,35.96288,24.15585,8.62,12.83333,0,flat,flat,flat,flat,flat,flat,False,615200000.0,5723400000.0,2.05,2.974356
VOLTAMP.NS,Voltamp Transformers,India,87,,28.4,14.7,13.922,0.03,35.283424,27.798443,313.49,397.9,0,flat,flat,down,flat,flat,up,False,912228000.0,5437849000.0,90.17,47.35
SKIPPER.NS,Skipper,India,69,,4.5,25.4,4.006,63.557,27.22837,17.689543,19.88,30.6,1,up,flat,flat,flat,flat,flat,False,780570000.0,16665820000.0,6.96,4.63
KSB.NS,KSB,India,60,15.192,3.5999999999999996,-18.6,9.007,0.371,57.91578,36.69731,14.13,22.3,-1,flat,flat,down,flat,flat,flat,False,572000000.0,6907000000.0,3.29,2.28
KIRLOSENG.NS,Kirloskar Oil Engines,India,52,,13.4,-19.900000000000002,6.868,154.864,56.24833,36.84487,37.37,57.05,1,flat,flat,flat,flat,flat,up,False,1137100000.0,19995300000.0,7.81,10.86
ELECON.NS,Elecon Engineering,India,58,,6.1,-59.8,9.852,11.824,39.809525,17.787233,10.5,23.5,0,flat,flat,flat,flat,flat,flat,False,703500000.0,5205600000.0,3.14,0.27
THERMAX.NS,Thermax,India,55,,7.1,-83.39999999999999,5.473999999999999,42.166,74.14411,43.50163,52.46,89.41274,1,up,flat,down,flat,flat,up,False,252400000.0,23002600000.0,2.24,21.68
CGPOWER.NS,CG Power,India,79,,14.000000000000002,13.100000000000001,9.75,1.446,112.26296,63.786278,7.91,13.92149,1,up,flat,down,flat,flat,up,False,3130100000.0,32808100000.0,1.99,2.32
BHEL.NS,BHEL,India,84,,40.300000000000004,,6.758,31.312,61.55444,31.171713,6.98,13.78333,0,flat,flat,flat,flat,flat,flat,True,3767100000.0,76977200000.0,1.08,3.71
DIXON.NS,Dixon Technologies,India,84,,21.099999999999998,154.6,3.639,18.457,43.102386,52.24735,341.35,281.6028,1,flat,flat,flat,flat,flat,up,False,6634200000.0,155476600000.0,117.87,48.81
KAYNES.NS,Kaynes Technology,India,75,,40.5,-0.4,8.866999,19.168,72.26883,41.212383,51.26,89.88803,-2,flat,flat,down,flat,down,down,False,564260000.0,9460170000.0,8.36,13.23
SYRMA.NS,Syrma SGS Technology,India,89,,68.30000000000001,86.0,6.737,13.045,74.950806,46.812645,19.31,30.91686,2,up,flat,flat,flat,flat,up,False,1000740000.0,15886180000.0,5.19,5.28
AVALON.NS,Avalon Technologies,India,89,,49.8,145.3,7.445,29.503,117.75428,63.937912,19.86,36.57611,2,up,up,up,flat,up,down,False,348690000.0,4844140000.0,5.2,6.14
CYIENTDLM.NS,Cyient DLM,India,89,,34.300000000000004,118.10000000000001,6.0510002,17.021,81.53101,48.046288,10.32,17.51228,1,up,flat,flat,flat,flat,flat,False,162850000.0,3738000000.0,2.05,2.83
PGEL.NS,PG Electroplast,India,79,,35.3,13.700000000000001,3.537,19.567,79.85437,34.767513,7.21,16.56,2,up,up,down,flat,up,up,False,762183000.0,20339574000.0,2.65,2.27
AMBER.NS,Amber Enterprises,India,54,,12.7,-79.3,0.76099997,46.566,291.80075,40.077976,26.1,190.02956,1,flat,flat,flat,flat,flat,up,True,1338780000.0,41475199000.0,37.89,-7.75
ELIN.NS,Elin Electronics,India,75,,22.8,,-0.606,2.969,,,-1.68,,-2,flat,down,down,flat,down,flat,False,-7630000.0,3166630000.0,-0.16,0.75
NTPC.NS,NTPC,India,62,,8.0,-1.6,14.530999999999999,118.127,9.905228,11.4540615,32.71,28.28691,-2,flat,down,down,flat,down,flat,False,67210500000.0,507409600000.0,6.93,10.81
NHPC.NS,NHPC,India,76,,18.5,2.8000000000000003,31.094998,113.111,27.293041,11.642188,2.73,6.4,-1,up,flat,down,flat,flat,down,False,10958700000.0,38083100000.0,1.09,1.45
SJVN.NS,SJVN,India,63,,52.0,-1.7000000000000002,12.770999999999999,226.528,36.5625,13.393191,1.76,4.80468,1,up,flat,flat,flat,flat,flat,True,2249300000.0,13943800000.0,0.66,-0.3
JSWENERGY.NS,JSW Energy,India,41,,1.2,-39.5,10.373000000000001,229.16,41.836735,31.371082,12.74,16.99017,1,up,flat,flat,flat,flat,flat,False,4709700000.0,52071300000.0,,2.07
ADANIPOWER.NS,Adani Power,India,91,,34.0,44.4,24.148001,82.332,28.091892,26.176645,7.4,7.94143,2,flat,up,flat,flat,up,up,False,48056900000.0,189018900000.0,2.49,2.08
ADANIGREEN.NS,Adani Green Energy,India,65,,16.6,18.5,13.095,346.548,121.46806,42.71208,10.49,29.83231,3,flat,up,up,flat,up,up,True,8450000000.0,43230000000.0,5.05,2.33
WAAREEENER.NS,Waaree Energies,India,85,,79.2,14.2,12.703000000000001,21.402,19.482382,15.605406,132.53,165.45549,1,up,flat,down,flat,flat,up,False,8502200000.0,79317900000.0,29.5,36.84
PREMIERENE.NS,Premier Energies,India,90,,35.3,53.0,19.667,86.005,27.078743,20.383951,37.21,49.43104,2,up,up,flat,flat,up,flat,False,4630670000.0,24625940000.0,10.45,10.14
ATGL.NS,Adani Total Gas,India,68,,27.200000000000003,-14.000000000000002,10.083999500000001,58.65,106.93632,,5.81,,1,up,flat,flat,flat,flat,flat,False,1417200000.0,17535300000.0,1.29,1.53
FINCABLES.NS,Finolex Cables,India,93,,44.3,53.2,11.532,0.314,23.852991,17.163,52.31,72.7,1,flat,up,flat,flat,up,flat,False,2244300000.0,19510800000.0,14.67,10.73
RRKABEL.NS,R R Kabel,India,88,,53.900000000000006,128.5,5.609999999999999,13.092,55.85179,37.249065,52.36,78.50935,2,up,up,up,flat,up,down,False,2052000000.0,31682000000.0,18.14,14.85
POWERINDIA.NS,Hitachi Energy India,India,93,,68.60000000000001,123.50000000000001,12.555,1.663,128.21461,66.371216,256.64,495.77216,0,flat,flat,down,flat,flat,up,False,2941500000.0,24414200000.0,65.99,74.14
BLUESTARCO.NS,Blue Star,India,61,,13.3,-15.1,3.979,23.588,59.56311,38.325584,24.72,38.4182,-2,down,down,down,flat,down,up,False,1025000000.0,33779200000.0,4.99,11.05
VOLTAS.NS,Voltas,India,83,,18.7,52.0,2.999,15.51,88.56194,37.17378,13.56,32.30503,-2,flat,flat,down,flat,flat,down,False,1161800000.0,48435400000.0,3.51,2.57
RVNL.NS,RVNL,India,72,,10.6,16.900000000000002,4.32,49.078,48.781902,38.227272,4.31,5.5,1,flat,flat,flat,flat,flat,up,False,1870700000.0,66959100000.0,0.9,1.55
IRCON.NS,IRCON International,India,53,,9.5,-43.4,5.667,85.833,18.328766,15.638961,6.57,7.7,1,up,down,flat,flat,down,up,False,1916000000.0,31889800000.0,2.04,1.07
RAILTEL.NS,RailTel Corporation,India,83,16.253999999999998,27.6,25.2,8.096,2.817,25.477293,18.511784,10.79,14.85,-1,flat,down,flat,flat,down,flat,False,657800000.0,8932700000.0,2.05,
TITAGARH.NS,Titagarh Rail Systems,India,83,,12.6,67.0,6.072,25.363,56.623108,23.624104,14.54,34.85,4,up,up,up,flat,up,up,True,539600000.0,8754300000.0,3.97,3.58
JWL.NS,Jupiter Wagons,India,67,,46.0,-14.299999999999999,5.329,33.365,61.45408,25.55968,3.92,9.425,-1,flat,flat,down,flat,flat,flat,False,288275000.0,7801507000.0,0.67,1.33
TEXRAIL.NS,Texmaco Rail,India,64,,-16.900000000000002,68.5,5.095000000000001,37.094,20.501879,16.279104,5.32,6.7,1,flat,flat,up,flat,flat,flat,False,500377000.0,7566800000.0,1.23,1.42
BEML.NS,BEML,India,83,,29.299999999999997,,3.934,10.529,90.43377,26.798895,21.44,72.35,0,flat,flat,flat,flat,flat,flat,False,-270100000.0,8196200000.0,-3.24,71.59
IRCTC.NS,IRCTC,India,80,,18.099999999999998,0.0,25.677,1.874,27.63626,21.504465,17.43,22.4,0,flat,flat,flat,flat,flat,flat,False,3263963000.0,14597195000.0,4.08,4.93
LT.NS,Larsen & Toubro,India,66,,8.1,14.000000000000002,5.588,97.64,33.311214,22.28082,120.56,180.2447,-2,flat,down,down,flat,down,flat,False,41228500000.0,679417400000.0,29.96,38.7
KNRCON.NS,KNR Constructions,India,52,,-4.0,-34.599999999999994,14.757000000000001,49.162,8.671184,14.377828,14.02,8.45538,-2,flat,down,flat,flat,down,down,False,1062070000.0,6955904000.0,3.78,3.66
PNCINFRA.NS,PNC Infratech,India,63,,18.7,-23.0,12.998999999999999,75.883,6.577785,9.254298,28.54,20.28571,0,up,flat,flat,flat,flat,down,False,3319480000.0,16884596000.0,12.94,4.2
AHLUCONT.NS,Ahluwalia Contracts,India,60,,12.0,-79.7,4.802,3.552,18.425127,12.911684,33.59,47.93333,-1,flat,flat,flat,flat,flat,down,False,820212000.0,13222987000.0,12.24,8.07
ADANIPORTS.NS,Adani Ports,India,80,,18.6,2.4,32.431,64.051,28.354105,21.247969,58.57,78.15806,1,up,up,flat,flat,up,down,False,36204000000.0,108208000000.0,15.71,14.45
CONCOR.NS,Container Corporation,India,64,,0.3,0.6,13.670999,7.39,31.399755,22.01886,16.36,23.33,0,down,flat,flat,flat,flat,up,False,2667400000.0,21597600000.0,3.53,3.46
SCI.NS,Shipping Corporation of India,India,83,,40.300000000000004,75.0,1.102,29.454,8.361151,88.045456,34.75,3.3,2,up,flat,up,flat,up,flat,False,6193400000.0,18465600000.0,13.3,8.69
GESHIP.NS,Great Eastern Shipping,India,100,,66.9,159.4,60.307,6.409,4.9906445,6.826848,261.89,191.45,3,up,up,up,flat,up,flat,False,13088400000.0,20053600000.0,91.49,72.98
GPPL.NS,Gujarat Pipavav Port,India,99,,32.5,41.699999999999996,45.058998,1.544,14.600346,14.583529,11.56,11.57333,2,flat,up,flat,flat,up,up,False,1422000000.0,3172140000.0,2.95,2.23
DREDGECORP.NS,Dredging Corporation of India,India,63,3.1889997,46.7,,2.9749999,88.829,62.700397,,17.59,,2,flat,up,flat,up,up,flat,True,869054000.0,4782302000.0,34.62,-8.8
TRENT.NS,Trent,India,81,,17.8,20.7,8.637,36.034,84.924805,56.5237,33.91,50.94854,0,flat,flat,flat,flat,flat,flat,False,5190100000.0,57547100000.0,9.73,7.506667
TITAN.NS,Titan Company,India,76,,29.299999999999997,62.8,6.2319998000000005,195.001,78.73484,57.70146,65.13,88.87123,1,up,up,flat,flat,up,down,False,17770000000.0,207870000000.0,20.02,13.27
VBL.NS,Varun Beverages,India,82,16.853,20.4,15.7,14.035,15.869,40.94311,35.155537,10.02,11.66957,2,up,up,up,flat,up,down,False,15207970000.0,84512320000.0,4.5,2.58
ITC.NS,ITC,India,55,,-11.1,-16.0,25.937998,3.293,16.718256,15.803246,15.83,16.74656,1,flat,flat,flat,flat,flat,up,False,43941300000.0,190008900000.0,3.51,4.3
BRITANNIA.NS,Britannia Industries,India,76,,8.200000000000001,13.600000000000001,13.376,26.875,48.453228,40.315117,108.29,130.14969,0,up,down,flat,flat,down,flat,False,5913500000.0,49643700000.0,24.55,28.16
