Ticker,Name,Country,Fundamental Score,ROE %,Sales Growth %,Profit Growth %,Profit Margin %,Debt/Equity,Trailing PE,Forward PE,Trailing EPS,Forward EPS,Improving Score,Revenue Trend,Earnings Trend,Margin Trend,ROE Trend,EPS Trend,Analyst Trend,Was Loss Now Profit,Latest Net Income,Latest Revenue,Latest EPS (Quarterly),Previous EPS (Quarterly)
MAXHEALTH.NS,Max Healthcare,India,79,,16.7,4.8,16.723,32.367,67.080536,42.795517,14.9,23.35525,2,up,flat,flat,flat,flat,up,False,3422200000.0,21428900000.0,3.5,3.09
APOLLOHOSP.NS,Apollo Hospitals,India,80,,20.599999999999998,34.1,7.906000000000001,85.146,59.388992,39.57125,145.17,217.87282,4,up,up,up,flat,up,up,False,5293000000.0,66055000000.0,36.76,34.94
NH.NS,Narayana Hrudayalaya,India,70,,80.4,5.4,8.984,129.033,45.21363,26.122196,40.49,70.08216,2,up,flat,flat,flat,flat,up,False,2071780000.0,26836340000.0,10.2,11.02
RAINBOW.NS,Rainbow Children's Medicare,India,85,,33.2,13.3,15.68,53.558,51.292274,36.42247,28.09,39.558,1,up,flat,flat,flat,flat,flat,False,605720000.0,4699850000.0,5.97,7.59
LALPATHLAB.NS,Dr Lal PathLabs,India,90,,19.1,27.800000000000004,18.745,7.83,58.84841,43.925346,32.39,43.39408,2,up,up,up,flat,up,down,False,1695000000.0,7977000000.0,10.13,7.85
VIJAYA.NS,Vijaya Diagnostic,India,91,,22.8,37.3,21.874,44.15,82.82417,54.894394,18.2,27.46,4,up,up,up,flat,up,up,False,531011000.0,2309819000.0,5.15,4.65
SUNPHARMA.NS,Sun Pharmaceutical,India,86,,10.5,27.400000000000002,20.188999,5.517,37.73061,29.473352,50.41,64.53287,1,up,up,flat,flat,up,down,False,28947900000.0,151835500000.0,12.1,11.3
DIVISLAB.NS,Divi's Laboratories,India,98,,27.800000000000004,65.7,26.046000000000003,0.042,87.78178,56.728104,97.15,150.33113,1,up,up,flat,flat,up,down,False,7510000000.0,28310000000.0,28.31,21.98
TORNTPHARM.NS,Torrent Pharmaceuticals,India,70,,54.800000000000004,-8.200000000000001,13.874,85.446,77.87173,52.398796,62.68,93.15099,4,up,up,up,flat,up,up,False,5660000000.0,48350000000.0,14.87,11.51
CIPLA.NS,Cipla,India,58,,3.5000000000000004,-39.2,12.009,1.778,34.057102,22.36416,41.68,63.47209,2,up,flat,flat,flat,flat,up,False,7890500000.0,70770200000.0,9.76,6.86
HDFCBANK.NS,HDFC Bank,India,81,13.838000000000001,16.6,18.099999999999998,26.787,,16.031052,11.710862,45.73,62.6,1,flat,flat,flat,flat,flat,up,False,162579100000.0,853464600000.0,10.56,
ICICIBANK.NS,ICICI Bank,India,78,16.073999,11.4,13.8,27.531,,18.348623,15.106383,77.39,94.0,1,up,flat,flat,down,up,up,False,154400600000.0,383657400000.0,21.29,20.36
SBIN.NS,State Bank of India,India,74,15.177,10.299999999999999,9.9,22.375999999999998,,11.177036,9.976523,93.54,104.79602,2,down,up,up,flat,up,up,False,241130000000.0,978142900000.0,26.11,21.28
HDFCLIFE.NS,HDFC Life,India,69,10.828,14.299999999999999,11.899999999999999,1.9,15.885,60.431698,46.172665,9.15,11.9757,0,flat,up,down,flat,up,flat,False,6111900000.0,337267900000.0,2.83,2.3
SBILIFE.NS,SBI Life,India,70,13.703000000000001,18.8,21.8,2.1389998,,68.96923,51.320473,26.0,34.94122,-2,up,down,down,flat,down,down,False,7249300000.0,463503300000.0,7.22,8.02
ICICIPRULI.NS,ICICI Prudential Life,India,63,12.579,-83.1,61.4,2.5510002,19.037,44.441578,36.441074,11.64,14.19552,0,flat,flat,flat,flat,flat,flat,False,3861800000.0,285127100000.0,2.66,4.30497
BSE.NS,BSE,India,100,,64.0,62.1,48.918,0.0,47.431232,35.611477,68.71,91.51544,1,up,up,flat,flat,up,down,False,8740200000.0,15660200000.0,21.22,19.35
MCX.NS,MCX,India,100,,85.3,103.4,55.559999999999995,0.113,52.90317,40.214417,60.52,79.61572,2,up,up,down,flat,down,up,False,4134400000.0,7020000000.0,16.21,20.78
CDSL.NS,CDSL,India,70,23.913,4.2,-19.900000000000002,36.923,0.11,62.16889,47.028385,22.5,29.74374,1,up,up,flat,flat,up,down,False,1175100000.0,2927600000.0,5.62,3.84
CAMS.NS,CAMS,India,87,,11.5,17.0,31.785000000000004,4.863,37.90493,28.840353,19.88,26.12832,0,down,up,down,flat,up,up,False,1280159000.0,3950295000.0,5.14,5.08
ABB.NS,ABB India,India,78,19.131,12.1,3.0,21.349001,1.547,99.10642,70.85202,74.98,104.88056,1,flat,flat,flat,flat,flat,up,False,3623000000.0,35210300000.0,17.09,84.18
SIEMENS.NS,Siemens India,India,92,,14.799999999999999,406.1,19.017,2.213,82.76829,57.94209,47.43,67.75213,1,up,flat,down,flat,down,up,False,3701000000.0,46175000000.0,10.4,7.8
CUMMINSIND.NS,Cummins India,India,79,,17.9,0.8999999999999999,18.694,0.431,59.91207,43.293118,85.3,118.04417,1,up,flat,down,flat,flat,up,False,6093000000.0,33749300000.0,21.98,23.43
KEI.NS,KEI Industries,India,87,,23.0,40.0,8.076,3.796,52.64669,37.486675,104.47,146.7188,0,flat,flat,up,flat,flat,down,False,2741400000.0,31853420000.0,28.66,29.72
POLYCAB.NS,Polycab India,India,89,25.549,39.0,32.5,9.184000000000001,1.738,47.416878,35.40158,190.08,254.59314,2,flat,up,flat,flat,flat,up,False,7843370000.0,82097320000.0,51.94,52.0
HAL.NS,Hindustan Aeronautics,India,88,,14.399999999999999,14.899999999999999,27.590999999999998,0.16,35.686024,28.945522,139.5,171.98515,2,up,up,down,flat,up,up,False,41960800000.0,139424000000.0,62.74,27.91
BEL.NS,Bharat Electronics,India,86,,24.9,8.3,21.403,0.273,49.232143,36.64602,8.4,11.28499,0,flat,flat,down,flat,flat,up,False,10543400000.0,55469800000.0,1.44,3.04
BDL.NS,Bharat Dynamics,India,96,,130.8,548.0,18.826999999999998,0.007,95.206726,43.768246,14.27,31.04077,-1,down,flat,flat,flat,flat,flat,False,1131821000.0,4886234000.0,3.09,1.99
MAZDOCK.NS,Mazagon Dock Shipbuilders,India,86,,12.1,21.5,20.120001000000002,4.481,38.607388,32.283405,66.35,79.34727,0,flat,flat,up,flat,flat,down,False,5494100000.0,29427000000.0,13.62,16.84
COCHINSHIP.NS,Cochin Shipyard,India,57,,2.4,-19.3,13.479,28.466,57.61096,33.393734,25.91,44.7,3,up,flat,up,flat,flat,up,False,2764844000.0,14842781000.0,10.51,5.5
GRSE.NS,Garden Reach Shipbuilders,India,91,,38.5,43.9,10.665,1.424,37.653614,29.66229,69.98,88.83333,0,flat,flat,down,flat,flat,up,False,1728376000.0,18146159000.0,15.09,26.47
DATAPATTNS.NS,Data Patterns,India,76,,16.8,-13.4,28.459,0.304,101.83187,60.151936,47.82,80.955,0,flat,up,flat,flat,up,down,False,220600000.0,1160300000.0,3.94,24.71
ASTRAMICRO.NS,Astra Microwave,India,49,,-11.5,-24.6,16.587,21.883,83.589485,51.32481,19.78,32.21444,2,up,up,up,flat,up,down,False,1059781000.0,4882433000.0,11.14,4.92
PARAS.NS,Paras Defence,India,95,,37.3,42.5,18.473,3.731,127.29915,89.72289,11.7,16.6,1,up,flat,flat,flat,flat,flat,False,212200000.0,1279100000.0,2.63,4.27
ZENTEC.NS,Zen Technologies,India,54,,-10.5,-27.900000000000002,26.845000000000002,0.95,96.4004,36.863308,20.03,52.38,-1,flat,flat,flat,flat,flat,down,False,344610000.0,1416384000.0,3.83,3.51
PREMEXPLN.NS,Premier Explosives,India,46,,-27.800000000000004,-80.0,9.6149996,11.133,107.992004,44.996666,6.25,15.0,1,up,up,flat,flat,up,down,False,65797000.0,892087000.0,1.22,1.13
BHARATFORG.NS,Bharat Forge,India,73,,18.7,,4.0260002,76.475,138.35016,42.63908,14.85,48.1835,0,up,flat,down,flat,flat,flat,False,2325650000.0,45280430000.0,4.86,5.53
