Ticker,Name,Country,Fundamental Score,ROE %,Sales Growth %,Profit Growth %,Profit Margin %,Debt/Equity,Trailing PE,Forward PE,Trailing EPS,Forward EPS,Improving Score,Revenue Trend,Earnings Trend,Margin Trend,ROE Trend,EPS Trend,Analyst Trend,Was Loss Now Profit,Latest Net Income,Latest Revenue,Latest EPS (Quarterly),Previous EPS (Quarterly)
MAXHEALTH.NS,Max Healthcare,India,76,14.333001000000001,12.2,7.3999999999999995,17.226,32.367,75.0,45.460705,14.72,24.28471,2,up,flat,flat,flat,flat,up,False,3422200000.0,21428900000.0,3.5,3.09
APOLLOHOSP.NS,Apollo Hospitals,India,80,21.503,18.099999999999998,35.6,7.696,85.146,65.65619,41.431778,135.25,214.32825,4,up,up,up,flat,up,up,False,5293000000.0,66055000000.0,36.76,34.94
NH.NS,Narayana Hrudayalaya,India,70,,80.4,5.4,8.984,129.033,47.746407,27.476082,40.38,70.17012,1,up,flat,flat,flat,flat,flat,False,2238780000.0,25938060000.0,11.02,6.24
RAINBOW.NS,Rainbow Children's Medicare,India,85,,33.2,13.3,15.68,53.558,55.66441,40.221607,28.07,38.84728,2,up,flat,flat,flat,flat,up,False,605720000.0,4699850000.0,5.97,7.59
LALPATHLAB.NS,Dr Lal PathLabs,India,90,,19.1,27.800000000000004,18.745,7.83,58.558197,43.730755,32.39,43.37222,2,up,up,up,flat,up,down,False,1695000000.0,7977000000.0,10.13,7.85
VIJAYA.NS,Vijaya Diagnostic,India,90,19.698,26.6,38.0,21.245001,44.15,80.886375,51.621105,16.81,26.34,3,up,up,up,flat,up,flat,False,479293000.0,2193767000.0,4.65,4.19
SUNPHARMA.NS,Sun Pharmaceutical,India,86,,10.5,27.400000000000002,20.188999,5.517,38.93765,30.123615,50.36,65.09511,-1,flat,flat,down,flat,flat,flat,False,27140300000.0,145597500000.0,11.3,14.0
DIVISLAB.NS,Divi's Laboratories,India,98,,27.800000000000004,65.7,26.046000000000003,0.042,87.42113,59.09441,96.67,143.00845,2,up,up,flat,flat,up,flat,False,7510000000.0,28310000000.0,28.31,21.98
TORNTPHARM.NS,Torrent Pharmaceuticals,India,70,,54.800000000000004,-8.200000000000001,13.874,85.446,81.088,54.05149,62.5,93.76244,4,up,up,up,flat,up,up,False,5660000000.0,48350000000.0,14.87,11.51
CIPLA.NS,Cipla,India,58,,3.5000000000000004,-39.2,12.009,1.778,35.332214,23.236425,41.69,63.39185,2,up,flat,flat,flat,flat,up,False,7890500000.0,70770200000.0,9.76,6.86
HDFCBANK.NS,HDFC Bank,India,81,13.838000000000001,16.6,18.099999999999998,26.787,,16.480673,12.055113,45.79,62.6,0,flat,flat,flat,flat,flat,flat,False,162579100000.0,853464600000.0,10.56,
ICICIBANK.NS,ICICI Bank,India,78,16.073999,11.4,13.8,27.531,,18.68166,15.376596,77.37,94.0,1,up,flat,flat,down,up,up,False,154400600000.0,383657400000.0,21.29,20.36
SBIN.NS,State Bank of India,India,64,15.476999999999999,7.1,-3.1,22.114,,11.527489,10.287989,91.13,102.10937,-2,down,up,down,flat,up,down,False,196428700000.0,1011255900000.0,21.28,23.09
HDFCLIFE.NS,HDFC Life,India,69,10.8009994,15.2,11.899999999999999,1.8950000000000002,15.842,60.04367,45.926334,9.16,11.9757,0,flat,up,down,flat,up,flat,False,6111900000.0,337267900000.0,2.83,2.3
