Ticker,Name,Country,Fundamental Score,ROE %,Sales Growth %,Profit Growth %,Profit Margin %,Debt/Equity,Trailing PE,Forward PE,Trailing EPS,Forward EPS,Improving Score,Revenue Trend,Earnings Trend,Margin Trend,ROE Trend,EPS Trend,Analyst Trend,Was Loss Now Profit,Latest Net Income,Latest Revenue,Latest EPS (Quarterly),Previous EPS (Quarterly)
MAXHEALTH.NS,Max Healthcare,India,79,,16.7,4.8,16.723,32.367,66.64425,42.431576,14.87,23.35525,2,up,flat,flat,flat,flat,up,False,3229600000.0,23661700000.0,3.3,3.5
APOLLOHOSP.NS,Apollo Hospitals,India,80,,20.599999999999998,34.1,7.906000000000001,85.146,60.108723,40.08957,145.32,217.8871,3,up,up,up,flat,up,flat,False,5807000000.0,70435000000.0,40.37,36.76
NH.NS,Narayana Hrudayalaya,India,70,,80.4,5.4,8.984,129.033,47.14215,27.256578,40.52,70.08216,2,up,flat,flat,flat,flat,up,False,2071780000.0,26836340000.0,10.2,11.02
RAINBOW.NS,Rainbow Children's Medicare,India,85,,33.2,13.3,15.68,53.558,52.617523,37.35022,28.08,39.558,1,up,flat,flat,flat,flat,flat,False,605720000.0,4699850000.0,5.97,7.59
LALPATHLAB.NS,Dr Lal PathLabs,India,90,,19.1,27.800000000000004,18.745,7.83,58.5468,43.68067,32.48,43.53413,2,up,up,up,flat,up,down,False,1695000000.0,7977000000.0,10.13,7.85
VIJAYA.NS,Vijaya Diagnostic,India,91,,22.8,37.3,21.874,44.15,82.7168,54.88347,18.22,27.46,4,up,up,up,flat,up,up,False,531011000.0,2309819000.0,5.15,4.65
SUNPHARMA.NS,Sun Pharmaceutical,India,86,,10.5,27.400000000000002,20.188999,5.517,37.529808,29.264158,50.32,64.53287,1,up,up,flat,flat,up,down,False,28947900000.0,151835500000.0,12.1,11.3
DIVISLAB.NS,Divi's Laboratories,India,98,,27.800000000000004,65.7,26.046000000000003,0.042,83.666336,61.22321,110.11,150.47398,1,up,up,flat,flat,up,down,False,9020000000.0,30800000000.0,33.95,28.31
TORNTPHARM.NS,Torrent Pharmaceuticals,India,70,,54.800000000000004,-8.200000000000001,13.874,85.446,78.0083,52.473946,62.66,93.15099,4,up,up,up,flat,up,up,False,5660000000.0,48350000000.0,14.87,11.51
CIPLA.NS,Cipla,India,58,,3.5000000000000004,-39.2,12.009,1.778,33.084675,21.730812,41.69,63.47209,2,up,flat,flat,flat,flat,up,False,7890500000.0,70770200000.0,9.76,6.86
HDFCBANK.NS,HDFC Bank,India,81,13.838000000000001,16.6,18.099999999999998,26.787,,15.531495,11.343451,45.72,62.6,-1,flat,flat,flat,flat,flat,down,False,162579100000.0,853464600000.0,10.56,
ICICIBANK.NS,ICICI Bank,India,78,16.073999,11.4,13.8,27.531,,18.462734,15.178724,77.28,94.0,1,up,flat,flat,down,up,up,False,154400600000.0,383657400000.0,21.29,20.36
SBIN.NS,State Bank of India,India,74,15.177,10.299999999999999,9.9,22.375999999999998,,10.729568,9.563227,93.48,104.88092,2,down,up,up,flat,up,up,False,241130000000.0,978142900000.0,26.11,21.28
HDFCLIFE.NS,HDFC Life,India,69,10.828,14.299999999999999,11.899999999999999,1.9,15.885,59.22698,45.125088,9.12,11.97006,-1,flat,up,down,flat,up,down,False,6111900000.0,337267900000.0,2.83,2.3
SBILIFE.NS,SBI Life,India,70,13.703000000000001,18.8,21.8,2.1389998,,66.88657,49.617615,25.92,34.94122,-2,up,down,down,flat,down,down,False,7249300000.0,463503300000.0,7.22,8.02
ICICIPRULI.NS,ICICI Prudential Life,India,74,12.570999999999998,12.5,28.499999999999996,2.555,18.052,41.20482,33.72895,11.62,14.19552,0,flat,flat,flat,flat,flat,flat,False,3861800000.0,285127100000.0,2.66,4.30497
BSE.NS,BSE,India,100,,64.0,62.1,48.918,0.0,49.737225,38.101353,68.88,89.91544,1,up,up,flat,flat,up,down,False,8740200000.0,15660200000.0,21.22,19.35
MCX.NS,MCX,India,100,,85.3,103.4,55.559999999999995,0.113,55.268196,42.060787,60.59,79.61572,2,up,up,down,flat,down,up,False,4134400000.0,7020000000.0,16.21,20.78
CDSL.NS,CDSL,India,70,23.913,4.2,-19.900000000000002,36.923,0.11,62.545376,47.502434,22.59,29.74374,1,up,up,flat,flat,up,down,False,1175100000.0,2927600000.0,5.62,3.84
CAMS.NS,CAMS,India,87,,11.5,17.0,31.785000000000004,4.863,37.34879,28.360031,19.84,26.12832,0,down,up,down,flat,up,up,False,1280159000.0,3950295000.0,5.14,5.08
ABB.NS,ABB India,India,78,19.131,12.1,3.0,21.349001,1.547,98.7039,70.432495,74.84,104.88056,1,flat,flat,flat,flat,flat,up,False,3623000000.0,35210300000.0,17.09,84.18
SIEMENS.NS,Siemens India,India,92,,14.799999999999999,406.1,19.017,2.213,82.934715,57.936188,47.33,67.75213,1,up,up,flat,flat,up,down,False,21430000000.0,47137000000.0,60.18,10.4
CUMMINSIND.NS,Cummins India,India,79,,17.9,0.8999999999999999,18.694,0.431,59.024532,42.801777,85.6,118.04417,1,up,flat,down,flat,flat,up,False,6093000000.0,33749300000.0,21.98,23.43
KEI.NS,KEI Industries,India,87,,23.0,40.0,8.076,3.796,44.993767,31.976135,104.27,146.7188,1,flat,flat,up,flat,flat,flat,False,2741400000.0,31853420000.0,28.66,29.72
POLYCAB.NS,Polycab India,India,89,25.549,39.0,32.5,9.184000000000001,1.738,43.06308,32.23057,190.07,253.95143,2,flat,up,flat,flat,flat,up,False,7843370000.0,82097320000.0,51.94,52.0
HAL.NS,Hindustan Aeronautics,India,88,,14.399999999999999,14.899999999999999,27.590999999999998,0.16,34.950134,28.322212,139.37,171.98515,2,up,up,down,flat,up,up,False,15896800000.0,55151700000.0,23.77,62.74
BEL.NS,Bharat Electronics,India,86,,24.9,8.3,21.403,0.273,48.426697,36.003574,8.39,11.28499,0,flat,flat,down,flat,flat,up,False,10543400000.0,55469800000.0,1.44,3.04
BDL.NS,Bharat Dynamics,India,96,,130.8,548.0,18.826999999999998,0.007,87.68688,39.869278,14.18,31.18692,0,flat,up,flat,flat,up,down,False,1187911000.0,5657395000.0,3.24,3.09
MAZDOCK.NS,Mazagon Dock Shipbuilders,India,86,,12.1,21.5,20.120001000000002,4.481,37.054123,30.975214,66.33,79.34731,0,flat,flat,up,flat,flat,down,False,5494100000.0,29427000000.0,13.62,16.84
COCHINSHIP.NS,Cochin Shipyard,India,57,,2.4,-19.3,13.479,28.466,58.50752,33.939598,25.93,44.7,1,up,flat,flat,flat,flat,flat,False,1514536000.0,10942143000.0,5.76,10.51
GRSE.NS,Garden Reach Shipbuilders,India,91,,38.5,43.9,10.665,1.424,35.855263,28.22139,69.92,88.83333,0,flat,flat,down,flat,flat,up,False,1728376000.0,18146159000.0,15.09,26.47
DATAPATTNS.NS,Data Patterns,India,76,,16.8,-13.4,28.459,0.304,96.518456,56.846394,47.68,80.955,0,flat,up,flat,flat,up,down,False,220600000.0,1160300000.0,3.94,24.71
ASTRAMICRO.NS,Astra Microwave,India,49,,-11.5,-24.6,16.587,21.883,88.923546,54.35538,19.88,32.523,2,up,up,up,flat,up,down,False,123483000.0,1766622000.0,1.29,11.14
PARAS.NS,Paras Defence,India,95,,37.3,42.5,18.473,3.731,124.02045,87.71084,11.74,16.6,1,up,flat,flat,flat,flat,flat,False,212200000.0,1279100000.0,2.63,4.27
ZENTEC.NS,Zen Technologies,India,54,,-10.5,-27.900000000000002,26.845000000000002,0.95,89.104996,34.022526,20.0,52.38,0,flat,flat,flat,flat,flat,flat,False,344610000.0,1416384000.0,3.83,3.51
PREMEXPLN.NS,Premier Explosives,India,46,,-27.800000000000004,-80.0,9.6149996,11.133,106.34615,44.239998,6.24,15.0,-1,up,flat,down,flat,flat,down,False,30664000.0,1025635000.0,0.57,1.22
BHARATFORG.NS,Bharat Forge,India,73,,18.7,,4.0260002,76.475,130.5111,40.277275,14.87,48.1835,0,up,down,down,flat,down,up,False,-897270000.0,46399410000.0,-1.88,4.86
