Ticker,Name,Country,Fundamental Score,ROE %,Sales Growth %,Profit Growth %,Profit Margin %,Debt/Equity,Trailing PE,Forward PE,Trailing EPS,Forward EPS,Improving Score,Revenue Trend,Earnings Trend,Margin Trend,ROE Trend,EPS Trend,Analyst Trend,Was Loss Now Profit,Latest Net Income,Latest Revenue,Latest EPS (Quarterly),Previous EPS (Quarterly)
MAXHEALTH.NS,Max Healthcare,India,76,14.333001000000001,12.2,7.3999999999999995,17.226,32.367,74.95946,45.683067,14.8,24.28471,1,up,flat,flat,flat,flat,flat,False,3422200000.0,21428900000.0,3.5,3.09
APOLLOHOSP.NS,Apollo Hospitals,India,80,21.503,18.099999999999998,35.6,7.696,85.146,65.0386,40.881218,134.72,214.32825,3,up,up,up,flat,up,flat,False,5293000000.0,66055000000.0,36.76,34.94
NH.NS,Narayana Hrudayalaya,India,76,19.845,75.8,13.5,10.203,129.033,51.11753,29.008074,39.82,70.17012,2,up,flat,flat,flat,flat,up,False,2238780000.0,25938060000.0,11.02,6.24
RAINBOW.NS,Rainbow Children's Medicare,India,87,17.941,24.3,39.1,16.341998999999998,53.558,53.600876,38.72296,27.41,37.94131,2,up,flat,flat,flat,flat,up,False,770430000.0,4599010000.0,7.59,7.14
LALPATHLAB.NS,Dr Lal PathLabs,India,90,,19.1,27.800000000000004,18.745,7.83,57.321594,44.39488,32.37,41.79536,4,up,up,up,flat,up,up,False,1695000000.0,7977000000.0,10.13,7.85
VIJAYA.NS,Vijaya Diagnostic,India,90,19.698,26.6,38.0,21.245001,44.15,80.08918,51.142746,16.82,26.34,2,up,up,up,flat,up,down,False,479293000.0,2193767000.0,4.65,4.19
SUNPHARMA.NS,Sun Pharmaceutical,India,84,14.719999999999999,12.8,25.1,19.635999,5.517,41.026176,30.475515,47.75,64.28111,0,flat,flat,down,flat,flat,up,False,27140300000.0,145597500000.0,11.3,14.0
DIVISLAB.NS,Divi's Laboratories,India,81,16.187,9.5,13.600000000000001,24.318,0.042,76.66217,52.499428,96.41,140.78249,3,up,up,flat,flat,up,up,False,7510000000.0,28310000000.0,28.31,21.98
TORNTPHARM.NS,Torrent Pharmaceuticals,India,68,16.986,41.8,-21.7,15.475,85.446,78.592186,53.52878,64.0,93.96627,4,up,up,up,flat,up,up,False,3890000000.0,41280000000.0,11.51,18.77
CIPLA.NS,Cipla,India,58,,3.5000000000000004,-39.2,12.009,1.778,33.772453,22.196884,41.75,63.52243,2,up,flat,flat,flat,flat,up,False,7890500000.0,70770200000.0,9.76,6.86
HDFCBANK.NS,HDFC Bank,India,81,13.838000000000001,16.6,18.099999999999998,26.787,,16.52601,11.824282,44.79,62.6,0,flat,flat,flat,flat,flat,flat,False,162579100000.0,853464600000.0,10.56,12.26
ICICIBANK.NS,ICICI Bank,India,78,16.073999,11.4,13.8,27.531,,18.583614,15.297873,77.38,94.0,1,up,flat,flat,down,up,up,False,154400600000.0,383657400000.0,21.29,20.36
SBIN.NS,State Bank of India,India,64,15.476999999999999,7.1,-3.1,22.114,,11.182666,9.982433,91.15,102.10937,-2,down,up,down,flat,up,down,False,196428700000.0,1011255900000.0,21.28,23.09
HDFCLIFE.NS,HDFC Life,India,69,10.8009994,15.2,11.899999999999999,1.8950000000000002,15.842,60.425766,46.055264,9.16,12.01817,1,flat,up,down,flat,up,up,False,6111900000.0,337267900000.0,2.83,2.3
SBILIFE.NS,SBI Life,India,70,13.703000000000001,18.9,21.9,2.1389998,,71.25049,53.065784,25.83,34.68148,1,up,flat,flat,flat,flat,flat,False,8046400000.0,40949200000.0,8.02,5.75
ICICIPRULI.NS,ICICI Prudential Life,India,63,12.579,-83.1,61.4,2.5510002,19.037,43.776917,35.809452,11.61,14.19318,1,flat,flat,flat,flat,flat,up,False,3861800000.0,285127100000.0,2.66,4.30497
BSE.NS,BSE,India,99,36.003,105.1,64.0,48.729,0.0,58.220085,36.270374,60.34,96.85591,0,up,up,down,flat,up,down,False,7973300000.0,15635100000.0,19.35,14.61
MCX.NS,MCX,India,100,37.883,200.0,291.2,54.818,0.113,52.790565,33.616203,52.14,81.88016,0,up,up,down,flat,flat,down,False,5297700000.0,8889400000.0,20.78,3.146
CDSL.NS,CDSL,India,70,23.913,4.2,-19.900000000000002,36.923,0.11,61.0247,43.88809,21.86,30.39549,-2,flat,flat,down,flat,flat,down,False,802196000.0,2628480000.0,3.84,6.38
CAMS.NS,CAMS,India,88,38.694,11.0,10.7,31.394,4.863,41.14338,30.299118,19.11,25.9496,-2,down,down,down,flat,up,up,False,1264333000.0,3952202000.0,5.08,5.04
ABB.NS,ABB India,India,83,,0.8,276.0,22.256999999999998,1.082,99.22624,71.735146,73.02,101.00349,-1,flat,flat,flat,flat,flat,down,False,17836500000.0,31624100000.0,84.18,20.43
SIEMENS.NS,Siemens India,India,65,,14.6,-36.4,9.4569996,2.213,77.64916,53.756493,47.6,68.75635,-1,up,flat,down,flat,down,down,False,3701000000.0,46175000000.0,10.4,7.8
CUMMINSIND.NS,Cummins India,India,91,29.455,21.9,22.7,19.448999999999998,0.431,65.781746,47.080914,85.13,118.94417,-1,flat,flat,flat,flat,flat,down,False,6494600000.0,29632000000.0,23.43,17.53
KEI.NS,KEI Industries,India,81,14.753,18.7,25.5,7.818,3.796,51.1366,35.666927,95.9,137.49432,2,up,up,up,flat,up,down,False,2843120000.0,34763960000.0,29.72,24.55
