Ticker,Name,Country,Fundamental Score,ROE %,Sales Growth %,Profit Growth %,Profit Margin %,Debt/Equity,Trailing PE,Forward PE,Trailing EPS,Forward EPS,Improving Score,Revenue Trend,Earnings Trend,Margin Trend,ROE Trend,EPS Trend,Analyst Trend,Was Loss Now Profit,Latest Net Income,Latest Revenue,Latest EPS (Quarterly),Previous EPS (Quarterly)
MAXHEALTH.NS,Max Healthcare,India,79,,16.7,4.8,16.723,32.367,69.45783,44.398064,14.94,23.37264,2,up,flat,flat,flat,flat,up,False,3229600000.0,23661700000.0,3.3,3.5
APOLLOHOSP.NS,Apollo Hospitals,India,80,,20.599999999999998,34.1,7.906000000000001,85.146,60.975777,40.553112,144.91,217.8871,3,up,up,up,flat,up,flat,False,5807000000.0,70435000000.0,40.37,36.76
NH.NS,Narayana Hrudayalaya,India,70,,78.0,5.4,8.996,129.033,46.31905,26.681541,40.37,70.08216,2,up,flat,flat,flat,flat,up,False,2071780000.0,26836340000.0,10.2,11.02
RAINBOW.NS,Rainbow Children's Medicare,India,85,,33.2,13.3,15.68,53.558,51.454933,36.65504,28.18,39.558,1,up,flat,flat,flat,flat,flat,False,605720000.0,4699850000.0,5.97,7.59
LALPATHLAB.NS,Dr Lal PathLabs,India,90,,19.1,27.800000000000004,18.745,7.83,58.459167,43.575005,32.45,43.53413,2,up,up,up,flat,up,down,False,1695000000.0,7977000000.0,10.13,7.85
VIJAYA.NS,Vijaya Diagnostic,India,91,,22.8,37.3,21.874,44.15,82.669235,54.701385,18.17,27.46,4,up,up,up,flat,up,up,False,531011000.0,2309819000.0,5.15,4.65
SUNPHARMA.NS,Sun Pharmaceutical,India,86,,10.5,27.400000000000002,20.188999,5.517,36.493458,28.512602,50.42,64.53287,1,up,up,flat,flat,up,down,False,28947900000.0,151835500000.0,12.1,11.3
DIVISLAB.NS,Divi's Laboratories,India,98,,27.800000000000004,65.7,26.046000000000003,0.042,84.74545,61.95091,110.0,150.47398,1,up,up,flat,flat,up,down,False,9020000000.0,30800000000.0,33.95,28.31
TORNTPHARM.NS,Torrent Pharmaceuticals,India,70,,54.800000000000004,-8.200000000000001,13.874,85.446,79.359116,53.305927,62.57,93.15099,3,up,up,up,flat,up,flat,False,5660000000.0,48350000000.0,14.87,11.51
CIPLA.NS,Cipla,India,58,,3.5000000000000004,-39.2,12.009,1.778,32.789246,21.521269,41.66,63.47209,2,up,flat,flat,flat,flat,up,False,7890500000.0,70770200000.0,9.76,6.86
HDFCBANK.NS,HDFC Bank,India,81,13.838000000000001,16.6,18.099999999999998,26.787,,15.480874,11.313898,45.75,62.6,-1,flat,flat,flat,flat,flat,down,False,162579100000.0,853464600000.0,10.56,
